name,icon,cover,restype,tags,devices,path,paid_type
SMusic,https://raw.githubusercontent.com/SarmonFish/vela-smusic-release/main/icon.png,https://raw.githubusercontent.com/SarmonFish/vela-smusic-release/main/cover.png,quickapp,音乐;实用工具;开源,n62;o62;o62m;o65;o65m;p65,SarmonFish/SMusic.json,
FlowChat,https://raw.githubusercontent.com/zaona/flow-chat-astrobox-release/refs/heads/main/icon.png,https://raw.githubusercontent.com/zaona/flow-chat-astrobox-release/refs/heads/main/preview.png,quickapp,实用工具,n66;n67;o66;o66nfc;o62;o62m;o65;o65m;p65,zaona/flow-chat.json,force_paid
HyperSurf先行预览版,https://raw.githubusercontent.com/AetherZeng1145/HyperSurf_Res/refs/heads/main/logo.png,https://raw.githubusercontent.com/AetherZeng1145/HyperSurf_Res/refs/heads/main/preview.png,quickapp,浏览器;免费;实用工具,o62;n62;o62m,AetherZeng/HyperSurf.json,
UNO,https://raw.githubusercontent.com/SixOneTeam/UNO_res/refs/heads/main/icon.png,https://raw.githubusercontent.com/SixOneTeam/UNO_res/refs/heads/main/preview.png,quickapp,游戏;UNO;像素风格,n66;o66;o66nfc;n67,SixOneTeam/UNO.json,force_paid
腕上三国,https://raw.githubusercontent.com/SixOneTeam/sanguo_res/refs/heads/main/icon.png,https://raw.githubusercontent.com/SixOneTeam/sanguo_res/refs/heads/main/preview.png,quickapp,游戏;三国杀;策略,n66;o66;o66nfc;n67,SixOneTeam/sanguo.json,force_paid
骗子酒馆,https://raw.githubusercontent.com/SixOneTeam/pianzi_res/refs/heads/main/icon.png,https://raw.githubusercontent.com/SixOneTeam/pianzi_res/refs/heads/main/preview.png,quickapp,游戏;策略;竞争,n66;o66;o66nfc;n67,SixOneTeam/pianzi.json,force_paid
伪装模式,https://raw.githubusercontent.com/SixOneTeam/weizhuang_res/refs/heads/main/icon.png,https://raw.githubusercontent.com/SixOneTeam/weizhuang_res/refs/heads/main/preview.png,quickapp,工具;伪装;保护,n66;o66;o66nfc;n67,SixOneTeam/weizhuang.json,force_paid
众生,https://raw.githubusercontent.com/SixOneTeam/zhongsheng_res/refs/heads/main/icon.png,https://raw.githubusercontent.com/SixOneTeam/zhongsheng_res/refs/heads/main/preview.png,quickapp,游戏;人生;模拟,n66;o66;o66nfc;n67,SixOneTeam/zhongsheng.json,force_paid
「景深;缓亮」长崎素世 [MyGO!!!!!],https://raw.githubusercontent.com/midi-HL/-MyGO-/refs/heads/main/icon.jpg,https://raw.githubusercontent.com/midi-HL/-MyGO-/refs/heads/main/xmbnad9.png,watchface,"表盘;缓慢亮屏;二次元;MyGO!!!!!;长崎素世;景深",n66,HLchenxing/MyGO!!!!!.json,
腕上漫画,https://raw.githubusercontent.com/sf-yuzifu/bandcomic_Quickapp_AstroBox_Release/refs/heads/main/icon.png,https://raw.githubusercontent.com/sf-yuzifu/bandcomic_Quickapp_AstroBox_Release/refs/heads/main/preview.png,quickapp,漫画;本地;摸鱼;实用工具;本子;二次元,n67;o65;o65m;p65;n62;o62;o62m,sf_yuzifu/bandcomic.json,
更好的五子棋,https://raw.githubusercontent.com/zaona/better-gobang-astrobox-release/refs/heads/main/icon.png,https://raw.githubusercontent.com/zaona/better-gobang-astrobox-release/refs/heads/main/preview.png,quickapp,游戏;五子棋,n66;n67;o66;o66nfc;o62;o62m;o65;o65m;p65,zaona/better-gobang.json,
生物节律周期表,https://raw.githubusercontent.com/SXM081115/Humanrule_VelaApp/main/icon.png,https://raw.githubusercontent.com/SXM081115/Humanrule_VelaApp/main/preview0.png,quickapp,工具;预测;实用工具;免费;学习工具;简约,n66;p65;n67;o66;o66nfc;o65;o65m;p65,SXM/humanrule.json,
「DouLuo」蓝轩宇,https://raw.githubusercontent.com/timedtititi-ux/DouLuo_LanXuanYu/main/icon.png,https://raw.githubusercontent.com/timedtititi-ux/DouLuo_LanXuanYu/main/preview0.png,https://raw.githubusercontent.com/timedtititi-ux/DouLuo_LanXuanYu/main/preview1.png,quickapp,"表盘,斗罗大陆,斗罗大陆4终极斗罗,蓝轩宇,DouLuo系列",p65,MingJiD/DouLuo_LanXuanYu_ForRW6.json,
